Institute,Name,RollNumber,Branch,StartingYear,CurrentCourses,PastCoursesGrades
IIIT,Shaurya Nair,PhD23655,SSH,2023,602;601;ML,OOPD:5;801:5;FF:10;ML:8;802:6;777:5;601:5;615:6
IIIT,Rohan Kumar,MT24511,SSH,2024,601;ML;DSA,ML:6;601:9;802:8;701:7;DL:9
IIIT,Atharv Nair,2023972,SSH,2023,BML;602;DSA;702,615:8;DSA:5;BML:10;601:8;801:10;701:5
IIIT,Rohan Das,MT23909,CSE,2023,DL;702;FF,702:6;ML:5;BML:6;801:6;602:9;DL:6;FF:8;DSA:10
IIIT,Diya Verma,MT21216,ECE,2021,DL;777,DL:9;615:8;801:8;701:5;602:6;601:9;BML:7;ML:9
IIIT,Sneha Mehta,MT22619,CB,2022,802;601,801:6;777:7;602:8;615:8;DSA:6;DL:9;ML:5;OOPD:7
IIIT,Myra Chopra,2024802,CSE,2024,OOPD;702,615:6;601:8;BML:5;777:6;802:5;OOPD:8
IIIT,Arjun Chopra,MT22292,ECE,2022,602;601,DSA:6;802:7;702:7;DL:5;BML:10;777:6;701:6;601:10
IIIT,Karan Iyer,2021008,CSE,2021,601;DL;777;FF,DSA:7;602:5;BML:6;615:8
IIIT,Vivaan Mehta,2023849,CSE,2023,DSA;ML;701;615,802:10;701:7;777:10;FF:8;601:6
IIIT,Ananya Singh,2022491,CSE,2022,801;702;615,OOPD:8;702:6;615:5;DL:5;601:7;FF:9;801:9;ML:10
IIIT,Sarthak Mehta,MT21799,ECE,2021,602;701;BML,DSA:6;OOPD:6;ML:7;802:5
IIIT,Kavya Kapoor,MT22045,SSH,2022,ML;801;802,ML:7;DSA:9;802:5;702:7;BML:5;777:8;701:6
IIIT,Sai Saxena,2022450,ECE,2022,DL;602;ML,602:6;DL:8;701:5;OOPD:5;615:6;777:9
IIIT,Simran Agarwal,MT21672,CSE,2021,602;FF;DL,602:6;615:6;FF:6;701:5;DL:6;ML:7;801:7;601:6
IIIT,Pari Agarwal,MT21385,CSE,2021,FF;602;ML,701:5;BML:6;801:10;802:8
IIIT,Rohan Kaur,MT23055,CSE,2023,801;FF,DSA:5;FF:7;801:10;802:10
IIIT,Krishna Kaur,PhD22720,SSH,2022,801;615;ML,777:6;701:5;702:6;ML:6;DL:6
IIIT,Neha Reddy,MT24927,CB,2024,DL;802;DSA;701,615:7;802:7;601:5;BML:8
IIIT,Simran Gupta,2021691,CB,2021,777;601,615:8;BML:6;OOPD:8;601:5;DL:5;777:8;801:7;802:8
IIIT,Shaurya Nair,MT22831,ECE,2022,601;DSA;801,801:6;ML:5;701:10;702:10;602:6;777:10
IIIT,Saanvi Mehta,2021857,SSH,2021,DL;ML;801;FF,702:5;ML:5;BML:8;OOPD:8;602:9
IIIT,Rahul Kumar,2024692,CB,2024,OOPD;801;702;FF,FF:10;DSA:6;701:7;801:7;BML:5;602:6;802:8
IIIT,Myra Desai,MT23740,SSH,2023,FF;615;OOPD;602,BML:9;777:6;602:6;DL:5;802:5
IIIT,Simran Sharma,PhD24015,CSE,2024,801;615;OOPD,802:6;601:7;615:6;FF:5
IIIT,Anjali Malhotra,MT22892,SSH,2022,ML;801,601:8;777:6;DL:8;602:7
IIIT,Ayaan Nair,MT24037,CB,2024,ML;DSA,702:5;OOPD:6;601:10;FF:5;DL:5;602:7;ML:6
IIIT,Aditi Nair,MT23723,SSH,2023,701;DSA,801:7;BML:5;702:9;FF:8;602:5;DSA:6;615:5
IIIT,Ananya Chopra,2021307,SSH,2021,602;702;OOPD,601:10;802:5;FF:7;BML:7;777:5;602:5;DL:5;OOPD:5
IIIT,Amit Kaur,MT24223,ECE,2024,801;702,OOPD:8;FF:8;801:6;601:8;ML:7;701:7;802:8;DSA:8
IIIT,Arjun Khanna,PhD24770,CB,2024,BML;777;701;601,DL:7;ML:5;FF:6;615:7;702:9;777:5;DSA:7;601:10
IIIT,Aditi Kumar,MT23409,ECE,2023,601;OOPD;801,615:6;702:10;ML:5;DSA:7;777:5
IIIT,Riya Pandey,2022517,SSH,2022,802;DL;DSA;602,602:9;OOPD:6;777:9;802:6;BML:5;801:8
IIIT,Vikram Singh,MT23222,SSH,2023,802;BML;601;777,OOPD:5;702:7;FF:10;DL:6;777:8;615:5;ML:6;601:9
IIIT,Anjali Chopra,PhD21924,CB,2021,615;ML;FF;OOPD,DSA:7;BML:8;701:5;802:7;DL:6;602:5;777:6
IIIT,Aarav Malhotra,2022789,ECE,2022,DL;701;601,DSA:5;DL:6;FF:8;OOPD:8;802:8;615:7
IIIT,Aarav Nair,PhD22936,SSH,2022,DSA;OOPD,ML:6;601:5;FF:5;801:9;777:10;701:5;602:5
IIIT,Vikram Jain,2023859,ECE,2023,OOPD;777,DSA:6;OOPD:8;615:7;801:8;701:5;BML:5;702:10;ML:6
IIIT,Krishna Patel,MT22261,SSH,2022,BML;801;777;701,ML:8;602:6;802:5;601:8;DSA:5;701:8
IIIT,Sarthak Gupta,2022782,SSH,2022,OOPD;701,801:8;802:9;BML:8;DL:7;OOPD:9;FF:8
IIIT,Aditya Kumar,2024081,CSE,2024,701;ML;DSA,615:9;777:5;702:10;FF:6;802:5;DSA:5;BML:5
IIIT,Pari Das,MT24347,ECE,2024,DSA;701,ML:7;DL:7;701:8;OOPD:5;615:5;777:6;801:9
IIIT,Sai Saxena,2024711,ECE,2024,FF;777;ML;801,802:6;DSA:8;ML:5;FF:6;BML:9;DL:5;OOPD:6;601:7
IIIT,Atharv Agarwal,MT22565,CSE,2022,801;FF;DL,777:7;702:7;DSA:7;FF:5
IIIT,Vihaan Saxena,MT24094,CB,2024,ML;FF,801:7;702:8;802:7;DL:7
IIIT,Aditi Pandey,MT23634,SSH,2023,BML;601;DSA;702,OOPD:5;602:8;FF:7;615:7
IIIT,Sai Singh,MT23271,CB,2023,601;FF;701,DL:6;FF:5;802:10;602:7;OOPD:9
IIIT,Vikram Mehta,PhD23092,CSE,2023,701;OOPD;FF,777:5;DSA:5;FF:5;701:5;802:5;602:6
IIIT,Neha Rao,PhD24868,SSH,2024,DL;OOPD;ML;702,801:7;FF:5;602:7;601:7;DL:8;BML:6;ML:5;702:5
IIIT,Rahul Sharma,MT23756,CSE,2023,802;702;701;DL,DSA:8;615:9;602:7;601:8;BML:8
IIIT,Kavya Nair,MT22512,CB,2022,FF;615;601;602,615:8;ML:5;601:6;702:7
IIIT,Anjali Malhotra,MT24364,ECE,2024,801;601;DSA;ML,602:9;801:9;702:7;OOPD:7;DL:6;802:8
IIIT,Myra Desai,2022668,CB,2022,702;BML;602,FF:6;DSA:7;615:7;801:5
IIIT,Krishna Singh,2021636,SSH,2021,701;FF;DL;ML,DL:8;777:8;801:8;BML:8;601:7;OOPD:7;602:10;615:7
IIIT,Neha Jain,2022171,CB,2022,OOPD;BML;702;802,802:9;801:7;BML:10;702:8
IIIT,Ananya Verma,2023845,CSE,2023,FF;DSA;BML,BML:6;702:9;802:5;OOPD:5;777:5;FF:5
IIIT,Atharv Saxena,MT24960,ECE,2024,ML;BML,ML:9;601:7;BML:10;801:8;701:8;DSA:9;FF:7
IIIT,Arjun Reddy,MT23994,CSE,2023,DSA;777,777:5;BML:6;701:5;601:8;615:10;602:6;DL:5;802:5
IIIT,Aarav Kapoor,2022400,SSH,2022,ML;DL;FF;701,615:7;602:8;802:6;801:7
IIIT,Krishna Joshi,2024757,CB,2024,DSA;777,601:8;DL:5;ML:8;602:5;BML:5
IIIT,Ayaan Kaur,2024550,CB,2024,ML;777;OOPD,DL:10;ML:7;601:8;OOPD:5;802:8;FF:10;702:6
IIIT,Amit Mehta,MT22511,SSH,2022,702;802;602;BML,DL:5;FF:7;802:5;777:7;OOPD:6
IIIT,Sarthak Gupta,MT24212,ECE,2024,801;602,DL:10;BML:5;702:8;615:8;DSA:8;601:6;ML:7
IIIT,Ishaan Kapoor,MT23313,SSH,2023,BML;801;615;601,615:7;FF:6;ML:10;DL:7;801:9;802:8;702:10;OOPD:8
IIIT,Rahul Singh,2024098,ECE,2024,601;DSA,602:8;615:8;DSA:6;DL:7;BML:9;601:7
IIIT,Vihaan Rao,MT24514,SSH,2024,801;FF;777,DSA:7;601:5;OOPD:7;801:5;702:5;777:6;FF:9
IIIT,Neha Desai,2024965,CSE,2024,701;777;802;615,DSA:8;ML:7;DL:8;801:7;FF:10;OOPD:8
IIIT,Rohan Khanna,MT22804,CB,2022,601;801;701;615,601:8;DSA:8;BML:6;802:8
IIIT,Krishna Verma,2024227,SSH,2024,701;801,802:10;DSA:10;701:10;702:5;801:6
IIIT,Pari Gupta,MT22256,ECE,2022,601;702;802;DSA,OOPD:10;777:5;801:7;ML:7;FF:8;BML:9
IIIT,Sumit Agarwal,2022701,CSE,2022,FF;DL;615,801:5;DL:6;FF:10;777:7;802:6
IIIT,Ishaan Bhatia,PhD24792,CB,2024,BML;DL,802:5;601:9;702:6;777:6;701:7;602:7
IIIT,Aditya Das,MT21666,CB,2021,601;602,DSA:6;615:9;DL:6;ML:8;777:8;OOPD:6;702:8
IIIT,Sai Chopra,MT24148,CSE,2024,ML;FF,DL:7;BML:6;615:10;701:6
IIIT,Anjali Singh,PhD22141,SSH,2022,FF;615;DL,ML:6;701:8;801:10;OOPD:7
IIIT,Reyansh Verma,MT21905,ECE,2021,OOPD;DL;602;702,801:8;FF:5;701:8;OOPD:6
IIIT,Aditya Mishra,MT23639,SSH,2023,801;777,602:8;OOPD:7;DL:7;702:10;777:5;801:8;601:5;DSA:7
IIIT,Anjali Rao,MT21934,ECE,2021,601;777;702;602,615:7;777:7;DL:5;802:5
IIIT,Ishaan Khanna,MT24288,CSE,2024,777;DL,801:5;BML:7;OOPD:5;ML:7;DSA:6;777:7;FF:9;601:6
IIIT,Saanvi Jain,PhD21849,ECE,2021,702;DSA;ML,802:9;ML:5;777:7;DSA:5;DL:5;BML:7;801:10
IIIT,Saanvi Das,2023845,SSH,2023,702;DSA,601:5;OOPD:10;702:9;BML:6;DSA:6;602:9
IIIT,Sumit Mishra,2024890,CB,2024,601;801;615,BML:6;615:5;702:10;DSA:10
IIIT,Aditya Yadav,2023537,SSH,2023,777;DL;701;702,FF:8;802:8;701:8;OOPD:8;BML:8;DSA:7;ML:6;601:7
IIIT,Ayaan Das,2024121,CSE,2024,DSA;777;OOPD,DSA:6;BML:8;601:9;615:7;ML:10
IIIT,Aarav Desai,MT24816,CSE,2024,ML;BML;FF,802:6;602:5;777:7;801:6;615:6;701:6;BML:5;ML:10
IIIT,Anjali Kumar,2022622,ECE,2022,601;602;777,OOPD:9;801:5;ML:6;DL:5;777:10
IIIT,Rahul Joshi,MT23975,ECE,2023,802;BML;615,ML:9;777:6;702:7;DL:6;DSA:6;615:9;801:8;BML:6
IIIT,Diya Saxena,PhD23218,ECE,2023,777;FF;601;602,DL:7;701:9;BML:8;801:7;602:6;OOPD:6
IIIT,Ishaan Bhatia,MT24491,SSH,2024,DL;777,ML:7;777:7;DSA:10;702:7
IIIT,Myra Yadav,MT24604,SSH,2024,BML;602;DSA,FF:6;615:6;801:8;DSA:8;BML:6;602:10;ML:8
IIIT,Sumit Malhotra,2024299,ECE,2024,701;DSA,BML:5;615:5;602:8;OOPD:6;DL:8
IIIT,Ayaan Saxena,2021595,SSH,2021,DSA;615;ML;801,801:8;777:8;FF:9;701:5;802:7;DSA:6;702:7
IIIT,Rohan Mehta,MT23555,CB,2023,FF;801;702,701:5;FF:6;ML:7;801:9;601:10
IIIT,Neha Khanna,2024238,ECE,2024,802;FF;601;777,DL:10;801:8;FF:6;OOPD:6;701:5
IIIT,Atharv Patel,PhD22350,SSH,2022,602;801;601;777,801:5;DL:5;701:8;602:6
IIIT,Sneha Jain,2021493,CB,2021,BML;701;777,602:6;801:5;701:10;DSA:9;DL:5;702:8
IIIT,Sumit Reddy,MT24610,CB,2024,BML;DL;777;702,BML:7;DSA:5;701:7;DL:5;FF:5
IIIT,Kavya Rao,2024895,CSE,2024,ML;615,601:7;615:8;801:9;FF:8;701:5
IIIT,Pooja Agarwal,MT22164,CB,2022,DSA;615,702:10;601:7;DL:8;DSA:7;802:7;OOPD:9
IIIT,Prisha Kapoor,MT24839,CSE,2024,602;802;ML;777,702:5;701:9;DL:8;ML:7;777:5;615:9
IIIT,Ananya Sharma,2021483,ECE,2021,702;602;701,802:7;ML:7;777:6;801:7
IIIT,Vikram Yadav,2024857,ECE,2024,ML;602;BML;801,602:9;702:9;DL:7;601:6;ML:6;615:8;701:7
IIIT,Ishaan Khanna,2023979,ECE,2023,802;701;DL,601:8;DSA:8;ML:5;702:6;OOPD:7;777:8;802:6
IIIT,Saanvi Kapoor,2022308,CB,2022,DL;601;ML;FF,DSA:6;FF:10;615:6;801:8;702:7;BML:8
IIIT,Amit Yadav,2022892,ECE,2022,801;DL;601,701:8;ML:6;DL:8;801:6
IIIT,Ayaan Reddy,MT24249,SSH,2024,802;DL,777:9;802:5;BML:7;FF:8;DSA:6;702:9;615:7;602:5
IIIT,Shaurya Malhotra,MT22811,SSH,2022,701;ML;801,615:5;ML:5;801:7;702:5
IIIT,Atharv Malhotra,2021244,CB,2021,702;777;701,DL:6;777:6;615:8;602:10;801:8;FF:8;701:8
IIIT,Saanvi Malhotra,MT23591,CSE,2023,DSA;601,ML:10;602:7;BML:9;777:7;802:5;601:7;OOPD:9;801:7
IIIT,Anjali Das,2022129,CSE,2022,615;802;701;FF,601:6;702:9;801:7;BML:8;777:10;DSA:6;OOPD:10;701:9
IIIT,Riya Kumar,MT23704,SSH,2023,FF;702;615,FF:5;702:9;BML:5;801:8;777:8
IIIT,Aarav Mishra,MT23855,ECE,2023,702;615;DL;DSA,DSA:5;702:6;DL:5;FF:6;777:8;602:6;OOPD:7;BML:7
IIIT,Rohan Verma,2022131,SSH,2022,BML;801;FF;DSA,DSA:6;601:5;615:7;OOPD:6;801:7
IIIT,Aditya Das,MT23713,ECE,2023,601;777,801:6;601:6;602:5;702:7;777:7;615:6;OOPD:7;701:6
IIIT,Prisha Mehta,2024009,ECE,2024,OOPD;FF;602,DL:7;802:6;FF:7;OOPD:8;601:7
IIIT,Shaurya Desai,MT22659,SSH,2022,602;DSA;702;701,802:10;701:7;801:5;ML:6;702:10;BML:10;OOPD:9
IIIT,Aditi Kaur,MT23528,SSH,2023,601;802;OOPD,802:8;DSA:6;602:5;702:10;701:6
IIIT,Pari Malhotra,2021699,CSE,2021,701;DSA;BML;802,615:7;FF:7;OOPD:7;777:10;ML:6;602:5;BML:9;701:7
IIIT,Aditi Chopra,2023425,ECE,2023,801;OOPD;701,602:7;777:5;BML:5;701:5;615:8;DL:6;ML:7;801:7
IIIT,Aditya Kapoor,2022015,SSH,2022,DL;BML;801;701,702:8;ML:5;802:7;OOPD:5;615:5;777:5;601:7;DSA:5
IIIT,Shaurya Iyer,MT23694,ECE,2023,FF;615,702:8;777:7;FF:8;DSA:10;DL:5;BML:9
IIIT,Vikram Patel,PhD24422,ECE,2024,602;BML;FF;702,602:7;601:6;OOPD:5;801:8
IIIT,Aditya Kaur,2022785,CSE,2022,DSA;602;777,801:8;615:9;802:6;701:5;601:5;702:10;BML:6;DL:6
IIIT,Arjun Saxena,2023710,CSE,2023,OOPD;FF;615,DSA:6;BML:8;602:8;801:6;702:5;615:8
IIIT,Simran Gupta,2021081,CSE,2021,DL;ML;602,601:7;702:6;701:9;DSA:7
IIIT,Sumit Jain,2022804,CB,2022,BML;602,701:9;802:10;ML:5;702:7;FF:5;615:8;601:6
IIIT,Aditya Bhatia,MT23927,ECE,2023,615;701,DSA:9;FF:9;802:9;602:7;ML:5;701:9
IIIT,Sarthak Verma,2021670,CB,2021,802;DSA;FF;801,ML:8;FF:7;801:6;OOPD:8
IIIT,Reyansh Joshi,2023076,CB,2023,701;DSA;602,702:9;DSA:9;ML:8;615:6
IIIT,Prisha Malhotra,2023050,CB,2023,OOPD;702;601;ML,615:10;FF:6;602:7;702:5;DSA:7
IIIT,Anya Kaur,PhD22898,SSH,2022,802;602;DL;DSA,BML:7;801:6;ML:6;615:8
IIIT,Rohan Das,MT24161,ECE,2024,802;DSA,615:8;ML:6;FF:9;BML:6;777:6
IIIT,Diya Mehta,MT22519,CB,2022,BML;DL;FF;801,FF:7;801:7;OOPD:7;777:7
IIIT,Rohan Khanna,PhD22762,CB,2022,BML;801;702;OOPD,802:9;777:8;ML:5;DL:6;OOPD:8;DSA:6;BML:7;702:5
IIIT,Rahul Jain,2024227,CSE,2024,701;615,602:8;ML:8;801:10;OOPD:6;777:6;802:6;702:6;DL:10
IIIT,Rohan Joshi,MT21711,ECE,2021,DL;601,OOPD:8;801:6;DL:8;DSA:7;615:8
IIIT,Pari Kaur,2021558,ECE,2021,DL;777;702,601:8;777:10;701:6;602:8;802:5
IIIT,Simran Singh,MT21288,ECE,2021,FF;ML,FF:7;615:5;ML:8;777:8;802:5;DSA:10
IIIT,Karan Patel,PhD24296,SSH,2024,FF;801;DSA;615,DSA:5;602:9;801:5;OOPD:6;777:7
IIIT,Diya Chopra,2023297,CB,2023,BML;DL;ML;OOPD,777:7;DSA:10;602:5;DL:6;801:9;ML:9;702:6
IIIT,Atharv Kapoor,2024918,ECE,2024,702;ML;BML,ML:7;615:6;702:7;FF:6
IIIT,Aarav Pandey,MT21400,ECE,2021,777;801;FF;601,DL:8;601:7;701:10;615:10;OOPD:7
IIIT,Atharv Mishra,PhD22630,CB,2022,701;801;DL;FF,ML:8;777:8;602:8;701:5;615:6;702:5;601:8;DSA:8
IIIT,Rohan Rao,MT22517,SSH,2022,702;OOPD;801,777:8;602:7;802:5;BML:6;801:9;701:7;OOPD:8;DSA:10
IIIT,Pari Singh,MT22554,SSH,2022,602;BML;OOPD,602:7;801:5;601:8;DSA:8;777:8
IIIT,Myra Gupta,2023441,SSH,2023,DL;777;DSA,ML:9;702:6;801:6;602:5
IIIT,Aditi Yadav,2023721,CB,2023,OOPD;702;615;FF,DSA:6;801:5;DL:8;702:7;OOPD:8;BML:6;701:5
IIIT,Sneha Rao,MT23529,SSH,2023,801;BML,BML:8;702:5;615:7;FF:6
IIIT,Sumit Joshi,MT23519,ECE,2023,DL;BML;802,802:10;702:5;777:8;ML:8;801:7
IIIT,Ayaan Sharma,MT23411,SSH,2023,FF;801,702:7;615:6;802:5;FF:6;602:6;701:8;777:5;DL:7
IIIT,Rohan Verma,MT22596,ECE,2022,BML;601;801,802:6;DL:8;DSA:10;801:5;702:5;701:5;615:6;OOPD:6
IIIT,Vikram Desai,MT21138,CSE,2021,702;777;DSA;802,801:5;702:8;777:6;BML:8
IIIT,Sai Bhatia,2022221,CB,2022,802;615;DSA;702,FF:7;602:7;DL:6;OOPD:7;ML:5;802:5
IIIT,Ananya Chopra,MT23461,CB,2023,BML;OOPD;602;801,ML:9;DSA:6;701:5;BML:8;802:6
IIIT,Simran Rao,2023278,CB,2023,OOPD;802;DSA,801:6;OOPD:6;ML:5;601:6;701:8;BML:8;DSA:8;702:5
IIIT,Neha Yadav,MT24781,SSH,2024,702;DSA;601,801:5;ML:5;FF:8;702:6;615:8
IIIT,Kavya Nair,2022596,CB,2022,777;802;OOPD;FF,801:8;DL:6;FF:6;701:6;615:5;777:6
IIIT,Aarav Desai,2023872,SSH,2023,615;701;777;801,615:9;BML:5;802:8;801:5;ML:8;777:8
IIIT,Riya Agarwal,MT21552,CSE,2021,802;801;777;BML,FF:5;DSA:7;BML:8;702:5;DL:5;615:9
IIIT,Rohan Iyer,PhD22494,CB,2022,777;OOPD;DSA;701,601:10;DSA:8;802:7;801:7;DL:5;FF:8;ML:8;602:10
IIIT,Vikram Nair,2023862,SSH,2023,701;OOPD,802:8;777:5;602:9;ML:8;701:8;BML:6
IIIT,Vikram Jain,2023445,ECE,2023,DSA;615,ML:8;601:6;602:5;OOPD:9;DL:7;777:7
IIIT,Simran Reddy,2023163,CSE,2023,DSA;615;602;DL,ML:7;802:8;602:6;615:8;777:7;DL:6;DSA:10;702:5
IIIT,Myra Mehta,MT24288,CB,2024,DL;702;601;602,ML:5;601:6;777:7;702:5;FF:6;615:9;BML:7
IIIT,Prisha Jain,2024128,SSH,2024,702;801;602,602:6;601:8;DL:7;OOPD:10;ML:8;615:6
IIIT,Aditya Mehta,2024870,CB,2024,ML;602;702;777,DL:6;OOPD:9;BML:10;701:5;602:9;615:5;DSA:5;ML:5
IIIT,Krishna Sharma,MT22740,CSE,2022,615;702,DSA:5;802:5;601:7;702:5;OOPD:8;FF:7
IIIT,Rohan Malhotra,2021821,ECE,2021,ML;DL,702:7;801:7;ML:7;OOPD:8;602:5
IIIT,Anjali Patel,MT21581,SSH,2021,702;802;615;701,701:8;FF:10;BML:5;601:8
IIIT,Amit Chopra,MT21629,CB,2021,615;801;702,801:5;BML:7;OOPD:6;FF:10;615:10;ML:8;602:10;701:7
IIIT,Aditi Mishra,MT23695,CSE,2023,FF;802;602,701:9;601:8;DL:6;FF:7;802:5;BML:5;702:5;ML:8
IIIT,Atharv Bhatia,MT23451,CB,2023,602;BML,802:5;FF:5;DSA:6;702:8;DL:8;602:6;777:7;701:6
IIIT,Rohan Yadav,2023647,CSE,2023,777;FF;DL,ML:6;802:8;602:6;777:6;615:5;801:5;701:5
IIIT,Arjun Nair,MT22427,CB,2022,DSA;OOPD;802;601,802:10;DSA:10;615:9;BML:6
IIIT,Ishaan Sharma,MT21637,CB,2021,777;615;ML;FF,601:5;602:8;DSA:10;801:5;FF:9;BML:7
IIIT,Riya Rao,MT23474,CB,2023,BML;777;615,701:5;702:6;DSA:7;615:7
IIIT,Ishaan Sharma,MT23752,SSH,2023,ML;DSA;DL,615:9;DL:6;BML:10;OOPD:5;FF:7
IIIT,Vivaan Jain,2024772,SSH,2024,602;BML;777,OOPD:6;602:7;ML:5;701:8;FF:5;601:5;777:10
IIIT,Anya Kaur,2021685,SSH,2021,DL;602,777:6;802:8;DSA:5;ML:5;801:5;OOPD:5
IIIT,Saanvi Rao,2023376,CB,2023,601;777;702,602:7;BML:7;DL:7;FF:5;ML:8;601:5;615:10;702:7
IIIT,Sumit Malhotra,MT21723,SSH,2021,801;777,601:6;777:5;802:9;DSA:6
IIIT,Prisha Malhotra,2024601,CB,2024,FF;802,615:7;BML:9;801:7;OOPD:7
IIIT,Vikram Yadav,2023806,CSE,2023,702;OOPD;701,BML:8;702:6;DL:6;801:10;ML:7;777:9;OOPD:6
IIIT,Vivaan Khanna,2021659,SSH,2021,ML;OOPD;BML,701:10;801:5;601:10;702:7;ML:9;FF:8;602:7
IIIT,Diya Mehta,MT21374,CB,2021,DSA;BML;801,FF:5;ML:7;615:8;DL:9;801:7;601:6
IIIT,Vihaan Agarwal,2023903,CB,2023,BML;801;DL;701,DSA:5;701:5;601:5;702:7;801:7;615:6
IIIT,Prisha Chopra,2021038,CSE,2021,BML;DL;702;802,BML:8;802:10;801:6;777:10;701:7;DL:7;702:5;OOPD:8
IIIT,Ananya Bhatia,2022352,SSH,2022,602;OOPD;601;FF,801:10;777:5;DSA:8;701:6;601:6;615:7;ML:10;802:7
IIIT,Myra Yadav,MT24509,SSH,2024,DL;DSA;OOPD;802,BML:7;801:5;DL:5;601:7;OOPD:8
IIIT,Vikram Iyer,2024852,SSH,2024,701;801;DL,FF:5;ML:6;802:7;OOPD:7;777:9;DL:7;702:5;701:10
IIIT,Reyansh Rao,MT21375,CSE,2021,777;702;801;OOPD,OOPD:8;602:8;601:5;615:10;802:6;BML:7
IIIT,Rahul Das,MT23621,SSH,2023,DL;777;FF,602:6;601:7;ML:9;DSA:6
IIIT,Anya Verma,PhD21693,SSH,2021,701;OOPD;DSA,801:6;DL:7;802:7;DSA:5;602:5;OOPD:5;615:6;ML:6
IIIT,Sai Saxena,MT22390,CSE,2022,DL;FF;615,701:7;DL:8;601:7;OOPD:6;801:5;702:7;BML:8;ML:6
IIIT,Diya Iyer,2021911,ECE,2021,ML;DL,702:9;801:8;FF:6;DSA:6;777:7;ML:9
IIIT,Neha Kapoor,PhD24959,SSH,2024,777;615;DL,802:10;702:8;602:5;DL:5;FF:8
IIIT,Vihaan Mishra,MT23168,SSH,2023,701;777,ML:10;601:10;FF:5;777:7;DL:7;802:5;BML:8;602:8
IIIT,Arjun Khanna,2024216,ECE,2024,DSA;801,BML:8;701:5;DSA:6;801:5;802:8
IIIT,Arjun Patel,2021580,ECE,2021,FF;801;802;777,OOPD:5;ML:7;FF:8;601:9;801:8;DSA:5;701:9;802:7
IIIT,Pari Chopra,2023791,SSH,2023,ML;602;FF,DSA:5;777:9;602:7;702:9;801:6;701:6;ML:6
IIIT,Anya Pandey,2023512,SSH,2023,802;601;DL,BML:5;601:6;801:8;777:8
IIIT,Sarthak Agarwal,MT23214,CB,2023,FF;602;702,701:5;702:6;615:7;802:5;OOPD:9;BML:6
IIIT,Aditya Sharma,MT24775,CSE,2024,615;DL;801,OOPD:8;ML:8;777:7;FF:7;DSA:7;801:9;702:6;BML:7
IIIT,Shaurya Desai,MT21524,CB,2021,802;615;602;801,801:5;DL:6;601:7;701:5
IIIT,Atharv Agarwal,MT22511,CSE,2022,777;601,FF:8;BML:7;702:5;701:6
IIIT,Sumit Saxena,2021899,SSH,2021,FF;ML;601;802,ML:8;FF:8;777:5;DL:6;OOPD:8
IIIT,Aarav Kaur,MT22652,CSE,2022,615;OOPD;ML,601:5;615:9;701:8;802:10;602:5
IIIT,Pari Khanna,2021289,ECE,2021,ML;702;DSA;602,601:8;801:7;702:7;DL:7;615:8;OOPD:8;BML:8;602:5
IIIT,Amit Saxena,2024514,CSE,2024,FF;ML;702,BML:10;701:8;801:8;OOPD:9
IIIT,Aditya Kapoor,PhD24727,CB,2024,802;601;702;801,702:8;801:9;ML:9;DL:5;601:10;OOPD:9;FF:6
IIIT,Sneha Nair,2022052,CSE,2022,601;701;777;DSA,801:6;602:6;FF:5;701:8;777:9
IIIT,Neha Khanna,MT21140,ECE,2021,801;615;DSA;802,615:8;777:7;801:7;FF:9;701:5;ML:6
IIIT,Reyansh Malhotra,MT23681,ECE,2023,ML;802,802:10;FF:5;615:10;801:10
IIIT,Ayaan Malhotra,2024493,SSH,2024,602;601,DL:8;DSA:8;602:5;801:7;601:8
IIIT,Arjun Das,2024382,CSE,2024,ML;DSA,702:7;802:9;801:6;601:8
IIIT,Sai Kumar,2024770,ECE,2024,777;ML;FF;BML,802:5;777:7;DSA:9;FF:8
IIIT,Diya Jain,2024354,SSH,2024,ML;701,701:5;802:6;FF:9;BML:5
IIIT,Karan Nair,MT22299,CB,2022,777;601;OOPD,BML:10;601:10;ML:7;777:5;702:9;801:6;615:8;802:10
IIIT,Saanvi Iyer,MT23792,CB,2023,802;702;FF,701:9;DL:5;BML:9;602:7;615:5;ML:6
IIIT,Aditi Sharma,2022489,SSH,2022,602;601;777;702,801:8;777:6;601:5;ML:7;DSA:5;615:9;602:7
IIIT,Atharv Khanna,2022368,SSH,2022,DL;802;OOPD;601,701:8;602:10;ML:5;801:10;FF:5;615:8;777:7
IIIT,Vikram Chopra,MT21832,ECE,2021,777;701;615;602,777:6;DSA:10;FF:7;802:8;702:5;801:8;701:6
IIIT,Diya Malhotra,2024740,CB,2024,DSA;DL;801;601,801:5;702:8;DL:7;DSA:8;OOPD:5;602:6;601:8
IIIT,Atharv Das,2022628,SSH,2022,DL;702;802;BML,FF:7;602:5;615:8;DSA:10;801:5;777:9;702:10;601:7
IIIT,Sai Mishra,2024741,SSH,2024,BML;DSA;702,DSA:8;602:7;OOPD:6;615:5;802:5;801:8;BML:10
IIIT,Amit Agarwal,2022269,CB,2022,802;OOPD,DSA:5;802:7;615:6;701:9
IIIT,Vivaan Das,MT24433,ECE,2024,OOPD;601;615,602:7;FF:5;777:5;601:5
IIIT,Rahul Chopra,2022320,CSE,2022,OOPD;615,BML:6;OOPD:5;ML:6;602:6;701:6
